"","Station","Date","Daily Rainfall Total (mm)","Mean Temperature (°C)","Maximum Temperature (°C)","Minimum Temperature (°C)","Mean Wind Speed (km/h)","Max Wind Speed (km/h)","LAT","LONG"
"1320","Changi",2021-08-13,0.2,28,31.3,26.4,8.1,46.3,1.3678,103.9826
"1321","Changi",2021-08-14,16.6,27.4,31.3,23.6,6.8,44.4,1.3678,103.9826
"1322","Changi",2021-08-15,3,27.9,31.3,24.6,8.6,57.4,1.3678,103.9826
"1323","Changi",2021-08-16,0.4,27.8,32.3,24.5,7.5,27.8,1.3678,103.9826
"1324","Changi",2021-08-17,5,26.9,30.5,25.3,5.2,25.9,1.3678,103.9826
"1325","Changi",2021-08-18,3.2,26.4,28.1,25,4.6,24.1,1.3678,103.9826
"1326","Changi",2021-08-19,29.4,27.3,31.7,23.1,8.3,31.5,1.3678,103.9826
"1327","Changi",2021-08-20,71.4,25.5,27.7,21.9,5.4,31.5,1.3678,103.9826
"1328","Changi",2021-08-21,0.6,27.5,29.6,25.2,7.9,24.1,1.3678,103.9826
"1329","Changi",2021-08-22,15.2,26.6,31,25.4,8,55.6,1.3678,103.9826
"1330","Changi",2021-08-23,0,27.5,30.5,24.7,7.3,29.6,1.3678,103.9826
"1331","Changi",2021-08-24,13.2,25.8,27.6,23.7,6.6,24.1,1.3678,103.9826
"1332","Changi",2021-08-25,0.2,26.3,28.3,24.3,8.9,35.2,1.3678,103.9826
"1333","Changi",2021-08-26,18,27.3,31.4,23.9,7.8,51.9,1.3678,103.9826
"1334","Changi",2021-08-27,0,27.6,31.5,25.1,10.9,37,1.3678,103.9826
"1335","Changi",2021-08-28,0,28.8,31.8,26.9,11.3,33.3,1.3678,103.9826
"1336","Changi",2021-08-29,18.6,26.7,31,23.8,7.9,33.3,1.3678,103.9826
"1337","Changi",2021-08-30,39.8,25.9,28.3,23.4,6.5,29.6,1.3678,103.9826
"1338","Changi",2021-08-31,18.8,27.1,31.8,23.9,5.6,33.3,1.3678,103.9826
"1339","Changi",2021-09-01,5.6,28,31.9,24.8,8.3,40.7,1.3678,103.9826
"1340","Changi",2021-09-02,63.4,25.7,27.5,22.9,7.5,42.6,1.3678,103.9826
"1341","Changi",2021-09-03,0,28.2,31.9,25.3,7.8,29.6,1.3678,103.9826
"1342","Changi",2021-09-04,0,28.6,32.2,25.9,12,35.2,1.3678,103.9826
"1343","Changi",2021-09-05,0,28.6,32.3,26.7,11.3,35.2,1.3678,103.9826
"1344","Changi",2021-09-06,29.8,28.1,32.9,23,7.7,50,1.3678,103.9826
"1345","Changi",2021-09-07,0,28.6,32.7,26,6,29.6,1.3678,103.9826
"1346","Changi",2021-09-08,16.2,28,31,22.5,9.2,35.2,1.3678,103.9826
"1347","Changi",2021-09-09,0.2,28.8,31.6,26.9,8.2,31.5,1.3678,103.9826
"1348","Changi",2021-09-10,0,27.5,29.8,23.6,7.5,27.8,1.3678,103.9826
"1349","Changi",2021-09-11,0,28.6,31.8,26.1,9,31.5,1.3678,103.9826
"1350","Changi",2021-09-12,0.2,28.9,32,27.2,6.8,27.8,1.3678,103.9826
"1351","Changi",2021-09-13,3.8,27.1,28.9,25.4,5,27.8,1.3678,103.9826
"1352","Changi",2021-09-14,0,28.3,30.7,26.9,8,22.2,1.3678,103.9826
"1353","Changi",2021-09-15,0,28.8,32.5,26.6,12,35.2,1.3678,103.9826
"1354","Changi",2021-09-16,0,28.9,32.5,26.9,13.3,38.9,1.3678,103.9826
"1355","Changi",2021-09-17,0,29.2,32.8,26.7,12.1,38.9,1.3678,103.9826
"1356","Changi",2021-09-18,0,28.9,32.7,27,10.4,35.2,1.3678,103.9826
"1357","Changi",2021-09-19,0,28.1,30.2,26.1,7.9,44.4,1.3678,103.9826
"1358","Changi",2021-09-20,0,29,32.1,26.3,8.6,31.5,1.3678,103.9826
"1359","Changi",2021-09-21,0.4,29.4,32.4,27.4,9.8,29.6,1.3678,103.9826
"1360","Changi",2021-09-22,0,29,32.1,25.8,7.6,27.8,1.3678,103.9826
"1361","Changi",2021-09-23,6.8,28.6,31.3,24.3,8.3,38.9,1.3678,103.9826
"1362","Changi",2021-09-24,0,29,32.8,27.2,7.8,35.2,1.3678,103.9826
"1363","Changi",2021-09-25,0.6,28.8,32.9,26.8,6.9,44.4,1.3678,103.9826
"1364","Changi",2021-09-26,24.6,28.9,33.3,23.5,9.3,42.6,1.3678,103.9826
"1365","Changi",2021-09-27,4.8,27.1,33,24.6,5.6,29.6,1.3678,103.9826
"1366","Changi",2021-09-28,2,27.4,32.4,24.6,4.6,22.2,1.3678,103.9826
"1367","Changi",2021-09-29,0,28.4,32.6,25.5,5.2,35.2,1.3678,103.9826
"1368","Changi",2021-09-30,47,26.5,28.3,24.5,5.9,27.8,1.3678,103.9826
"1369","Changi",2021-10-01,59.6,26.8,30.6,23.4,7.9,44.4,1.3678,103.9826
"1370","Changi",2021-10-02,0.4,26.4,29.1,23.8,5.9,24.1,1.3678,103.9826
"1371","Changi",2021-10-03,0,28.6,32.8,25.4,7.2,27.8,1.3678,103.9826
"1372","Changi",2021-10-04,0,29.1,32.5,26.1,7.5,31.5,1.3678,103.9826
"1373","Changi",2021-10-05,7,28,29.7,23.2,6,40.7,1.3678,103.9826
"1374","Changi",2021-10-06,0,29.8,33.8,27,8.4,33.3,1.3678,103.9826
"1375","Changi",2021-10-07,0.4,29.8,33.7,27.3,9,31.5,1.3678,103.9826
"1376","Changi",2021-10-08,0,29.7,32.8,27.3,9.5,27.8,1.3678,103.9826
"1377","Changi",2021-10-09,0,29.9,33.3,27.9,11.1,31.5,1.3678,103.9826
"1378","Changi",2021-10-10,28,28.1,31.9,23.9,8.5,38.9,1.3678,103.9826
"1379","Changi",2021-10-11,0,29.5,32.7,26.2,6.7,27.8,1.3678,103.9826
"1380","Changi",2021-10-12,0,29.7,33,27.7,7.3,27.8,1.3678,103.9826
"1381","Changi",2021-10-13,5.4,29.5,32.7,27.7,8.1,31.5,1.3678,103.9826
"1382","Changi",2021-10-14,0,29.7,32.6,27.8,9.9,35.2,1.3678,103.9826
"1383","Changi",2021-10-15,0,29.7,33.2,26.3,9,38.9,1.3678,103.9826
"1384","Changi",2021-10-16,0,29.7,32.8,28.2,9.4,27.8,1.3678,103.9826
"1385","Changi",2021-10-17,1.8,28.2,33,25.6,6.6,35.2,1.3678,103.9826
"1386","Changi",2021-10-18,0.6,27.5,30.4,25.2,5.4,27.8,1.3678,103.9826
"1387","Changi",2021-10-19,0,28.7,32.3,26,7.8,40.7,1.3678,103.9826
"1388","Changi",2021-10-20,40.4,26.5,30.7,23.5,8.5,37,1.3678,103.9826
"1389","Changi",2021-10-21,0,27.1,32.1,25,6,25.9,1.3678,103.9826
"1390","Changi",2021-10-22,0,27.8,32.3,25.8,5.2,25.9,1.3678,103.9826
"1391","Changi",2021-10-23,5.4,27.4,31.5,24.9,5.2,29.6,1.3678,103.9826
"1392","Changi",2021-10-24,0,27.7,33.3,25.7,5.6,25.9,1.3678,103.9826
"1393","Changi",2021-10-25,12.2,27.4,31.7,24.7,4.8,29.6,1.3678,103.9826
"1394","Changi",2021-10-26,0,28.5,33.1,25.3,5.9,27.8,1.3678,103.9826
"1395","Changi",2021-10-27,3.8,29.1,33.1,25.1,7.3,29.6,1.3678,103.9826
"1396","Changi",2021-10-28,0,27.9,29.8,26.4,7.3,38.9,1.3678,103.9826
"1397","Changi",2021-10-29,0,28.9,32.2,26.5,10.1,35.2,1.3678,103.9826
"1398","Changi",2021-10-30,1.6,28.4,32.3,25.5,7.7,38.9,1.3678,103.9826
"1399","Changi",2021-10-31,10.4,27.6,32.8,25.4,4.6,22.2,1.3678,103.9826
"1400","Changi",2021-11-01,20.2,26.9,32.3,25.1,4.7,22.2,1.3678,103.9826
"1401","Changi",2021-11-02,39.4,26.3,32.4,24.4,5.4,35.2,1.3678,103.9826
"1402","Changi",2021-11-03,1.4,27,30.8,24.6,5.2,22.2,1.3678,103.9826
"1403","Changi",2021-11-04,28.2,27.3,32.7,24.1,5.2,35.2,1.3678,103.9826
"1404","Changi",2021-11-05,5.6,26.5,31.8,24.6,5.2,25.9,1.3678,103.9826
"1405","Changi",2021-11-06,3,27.7,32.5,24.8,4.2,22.2,1.3678,103.9826
"1406","Changi",2021-11-07,10.6,27.2,31.4,24.5,5.9,29.6,1.3678,103.9826
"1407","Changi",2021-11-08,1,27.4,29.4,25.9,4.6,22.2,1.3678,103.9826
"1408","Changi",2021-11-09,21.2,27.1,32.8,24.3,5.6,25.9,1.3678,103.9826
"1409","Changi",2021-11-10,19.8,26,28.7,24.3,6.2,35.2,1.3678,103.9826
"1410","Changi",2021-11-11,1,27.6,32,24.6,7.7,29.6,1.3678,103.9826
"1411","Changi",2021-11-12,1.4,28.1,33.4,23.6,6.9,33.3,1.3678,103.9826
"1412","Changi",2021-11-13,1,26.9,29,24.2,6.1,38.9,1.3678,103.9826
"1413","Changi",2021-11-14,0,28.7,32.9,26.1,5.3,24.1,1.3678,103.9826
"1414","Changi",2021-11-15,1.4,27.4,31.3,26,6.3,27.8,1.3678,103.9826
"1415","Changi",2021-11-16,0,28.6,33.2,25.4,8.6,29.6,1.3678,103.9826
"1416","Changi",2021-11-17,0.8,28.5,32.6,26.1,6.3,37,1.3678,103.9826
"1417","Changi",2021-11-18,46.4,27.4,30.9,23.4,4.3,27.8,1.3678,103.9826
"1418","Changi",2021-11-19,0.2,28.1,32.1,25.7,5.1,31.5,1.3678,103.9826
"1419","Changi",2021-11-20,6.8,26.9,29.4,23.9,5,29.6,1.3678,103.9826
"1420","Changi",2021-11-21,12.8,27.3,32.8,24.4,4.7,44.4,1.3678,103.9826
"1421","Changi",2021-11-22,2.8,28,31.9,24.9,5.3,20.4,1.3678,103.9826
"1422","Changi",2021-11-23,7.4,26.9,31.7,25,4.9,27.8,1.3678,103.9826
"1423","Changi",2021-11-24,32.2,25.6,27.5,23,3.5,24.1,1.3678,103.9826
"1424","Changi",2021-11-25,0,27.9,32.8,24.4,5.6,20.4,1.3678,103.9826
"1425","Changi",2021-11-26,0,28.4,32.6,25.2,7.2,31.5,1.3678,103.9826
"1426","Changi",2021-11-27,47.8,27.7,33,22.8,6.3,44.4,1.3678,103.9826
"1427","Changi",2021-11-28,0,28.6,32.5,25.4,5.4,25.9,1.3678,103.9826
"1428","Changi",2021-11-29,0,29.9,33.9,26.9,7.6,33.3,1.3678,103.9826
"1429","Changi",2021-11-30,0,29.8,33.9,26.1,6.3,33.3,1.3678,103.9826
"1430","Changi",2021-12-01,0.2,29.6,33.9,26.6,8.3,24.1,1.3678,103.9826
"1431","Changi",2021-12-02,14.2,26.2,28.6,22.9,6.1,40.7,1.3678,103.9826
"1432","Changi",2021-12-03,0.2,27.2,32,24.8,6.8,27.8,1.3678,103.9826
"1433","Changi",2021-12-04,0,27.5,31.2,25.5,9,38.9,1.3678,103.9826
"1434","Changi",2021-12-05,0,27.3,30.7,26,8.5,35.2,1.3678,103.9826
"1435","Changi",2021-12-06,0,27.8,31.5,25.9,8.6,31.5,1.3678,103.9826
"1436","Changi",2021-12-07,0,28.1,31.8,25.7,10.9,38.9,1.3678,103.9826
"1437","Changi",2021-12-08,0,28,31.2,25.9,11.8,44.4,1.3678,103.9826
"1438","Changi",2021-12-09,0,28.2,32,25.6,11.7,37,1.3678,103.9826
"1439","Changi",2021-12-10,6.4,27.4,31.9,25.1,8.9,35.2,1.3678,103.9826
"1440","Changi",2021-12-11,8.2,27,31.2,25.5,7.6,31.5,1.3678,103.9826
"1441","Changi",2021-12-12,0,26.7,29.7,25.8,7.6,25.9,1.3678,103.9826
"1442","Changi",2021-12-13,0.2,26.9,29.8,25.2,8.1,40.7,1.3678,103.9826
"1443","Changi",2021-12-14,0,28,31.7,25.8,8.9,31.5,1.3678,103.9826
"1444","Changi",2021-12-15,0.6,27.9,31.9,26,7.5,35.2,1.3678,103.9826
"1445","Changi",2021-12-16,0,28.9,33.3,26.1,7.4,29.6,1.3678,103.9826
"1446","Changi",2021-12-17,9.4,27.5,31.7,25.5,8.5,44.4,1.3678,103.9826
"1447","Changi",2021-12-18,46.8,27.6,31.6,24.3,5.7,24.1,1.3678,103.9826
"1448","Changi",2021-12-19,15.2,27.3,31.4,23.9,6.5,35.2,1.3678,103.9826
"1449","Changi",2021-12-20,0,27.6,31.9,24.9,7.3,22.2,1.3678,103.9826
"1450","Changi",2021-12-21,0,28.2,32,25.8,10.3,29.6,1.3678,103.9826
"1451","Changi",2021-12-22,0,27.9,32.4,26.3,7.9,27.8,1.3678,103.9826
"1452","Changi",2021-12-23,0.4,27.4,29.9,25.9,5.4,20.4,1.3678,103.9826
"1453","Changi",2021-12-24,8.8,27.4,31.3,25.6,7.6,29.6,1.3678,103.9826
"1454","Changi",2021-12-25,1.4,27.9,31.3,26.3,11,35.2,1.3678,103.9826
"1455","Changi",2021-12-26,0,28.1,31.7,25.7,9.9,31.5,1.3678,103.9826
"1456","Changi",2021-12-27,0,28.3,32.5,25.7,10.6,35.2,1.3678,103.9826
"1457","Changi",2021-12-28,0,28.1,32.4,25.4,10.9,31.5,1.3678,103.9826
"1458","Changi",2021-12-29,0.6,28,31.8,25.5,8.5,25.9,1.3678,103.9826
"1459","Changi",2021-12-30,0,27.9,31,25.8,7.7,25.9,1.3678,103.9826
"1460","Changi",2021-12-31,7,26.1,28.4,23.8,7.1,35.2,1.3678,103.9826
"1461","Changi",2022-01-01,25.2,25.7,30.1,23.2,6.9,31.5,1.3678,103.9826
"1462","Changi",2022-01-02,50,24.3,24.9,23.7,4.2,22.2,1.3678,103.9826
"1463","Changi",2022-01-03,6,25.9,30.5,23.5,5.2,22.2,1.3678,103.9826
"1464","Changi",2022-01-04,4.8,26.4,30.5,24.4,7.3,25.9,1.3678,103.9826
"1465","Changi",2022-01-05,1,27.7,32.3,25,6.7,22.2,1.3678,103.9826
"1466","Changi",2022-01-06,0,28.1,32.2,25.4,9.4,33.3,1.3678,103.9826
"1467","Changi",2022-01-07,0,28,31.7,25.3,10.3,31.5,1.3678,103.9826
"1468","Changi",2022-01-08,0,27.8,31.1,25.9,11,31.5,1.3678,103.9826
"1469","Changi",2022-01-09,0,28.1,31.7,25.6,11.8,38.9,1.3678,103.9826
"1470","Changi",2022-01-10,0,27.7,31.5,25.4,10.9,35.2,1.3678,103.9826
"1471","Changi",2022-01-11,0,27.4,31.1,24.9,11.3,35.2,1.3678,103.9826
"1472","Changi",2022-01-12,0,27.5,31.4,25.2,12.8,37,1.3678,103.9826
"1473","Changi",2022-01-13,0,27.3,31.6,24.2,11.6,35.2,1.3678,103.9826
"1474","Changi",2022-01-14,0,27.3,31.4,24.8,11.3,38.9,1.3678,103.9826
"1475","Changi",2022-01-15,0,27.7,31.9,25.2,12.6,35.2,1.3678,103.9826
"1476","Changi",2022-01-16,0,28,31.8,25.7,12.4,37,1.3678,103.9826
"1477","Changi",2022-01-17,2.6,27.7,31.2,26.2,12.9,37,1.3678,103.9826
"1478","Changi",2022-01-18,0,27.7,32.4,25.6,12.5,37,1.3678,103.9826
"1479","Changi",2022-01-19,4.4,26.8,30.3,24.1,8.9,42.6,1.3678,103.9826
"1480","Changi",2022-01-20,2,27.2,31.2,25.4,9,29.6,1.3678,103.9826
"1481","Changi",2022-01-21,0,27.6,32.1,24.8,13,35.2,1.3678,103.9826
"1482","Changi",2022-01-22,0,27.8,32.3,25.2,11,31.5,1.3678,103.9826
"1483","Changi",2022-01-23,0,27.8,32.6,24.6,9.3,31.5,1.3678,103.9826
"1484","Changi",2022-01-24,0,27.8,32.7,24.8,7.8,25.9,1.3678,103.9826
"1485","Changi",2022-01-25,0,27.8,32.4,24.9,11.7,35.2,1.3678,103.9826
"1486","Changi",2022-01-26,0,28,33,25.3,9.6,35.2,1.3678,103.9826
"1487","Changi",2022-01-27,0,27.7,32.4,24.9,9.1,29.6,1.3678,103.9826
"1488","Changi",2022-01-28,0,28.2,33.1,24.7,10.9,33.3,1.3678,103.9826
"1489","Changi",2022-01-29,0,28,32.6,24.8,10,27.8,1.3678,103.9826
"1490","Changi",2022-01-30,3.8,27.6,32.8,24.7,10.1,27.8,1.3678,103.9826
"1491","Changi",2022-01-31,0,28.3,32.8,25.2,10.5,33.3,1.3678,103.9826
"1492","Changi",2022-02-01,0,28.2,32.6,25.6,12.9,33.3,1.3678,103.9826
"1493","Changi",2022-02-02,0,28.4,33.2,25.2,9.3,29.6,1.3678,103.9826
"1494","Changi",2022-02-03,0.2,28.7,33.6,25.7,12.7,35.2,1.3678,103.9826
"1495","Changi",2022-02-04,0,28.7,33.3,26.5,14.5,38.9,1.3678,103.9826
"1496","Changi",2022-02-05,0.8,27.9,32.7,25.7,12.8,46.3,1.3678,103.9826
"1497","Changi",2022-02-06,20.6,26.2,29,24.2,6.5,27.8,1.3678,103.9826
"1498","Changi",2022-02-07,0.8,26.5,30.1,24.8,7.6,31.5,1.3678,103.9826
"1499","Changi",2022-02-08,1.6,26.7,30.8,24.3,7.6,25.9,1.3678,103.9826
"1500","Changi",2022-02-09,29.6,26.3,31.5,24.6,6.3,27.8,1.3678,103.9826
"1501","Changi",2022-02-10,19.6,24.6,25.5,23.7,5.3,20.4,1.3678,103.9826
"1502","Changi",2022-02-11,3.8,25.5,29.1,23.3,5.9,27.8,1.3678,103.9826
"1503","Changi",2022-02-12,0,27.4,31.6,24.1,9.8,31.5,1.3678,103.9826
"1504","Changi",2022-02-13,20.6,27.4,32.2,23.7,7.9,29.6,1.3678,103.9826
"1505","Changi",2022-02-14,1.2,27.6,31,25.4,9,29.6,1.3678,103.9826
"1506","Changi",2022-02-15,0,28.1,31.9,26.4,12,35.2,1.3678,103.9826
"1507","Changi",2022-02-16,16.4,26.1,28,22.6,5.7,33.3,1.3678,103.9826
"1508","Changi",2022-02-17,0,27.8,31.5,24.5,9.3,29.6,1.3678,103.9826
"1509","Changi",2022-02-18,0,28.6,32.3,26.4,11.8,29.6,1.3678,103.9826
"1510","Changi",2022-02-19,5,27.9,31.5,26.2,8.2,29.6,1.3678,103.9826
"1511","Changi",2022-02-20,12.2,27.3,32.9,23.5,6.9,25.9,1.3678,103.9826
"1512","Changi",2022-02-21,0,28.2,32.3,25.7,11,35.2,1.3678,103.9826
"1513","Changi",2022-02-22,0,28.1,32.2,25.3,9.3,29.6,1.3678,103.9826
"1514","Changi",2022-02-23,0,27.5,31.8,25.1,9.1,31.5,1.3678,103.9826
"1515","Changi",2022-02-24,17,25.6,28.4,23.5,8.6,29.6,1.3678,103.9826
"1516","Changi",2022-02-25,25,27,32.6,23.2,8.3,35.2,1.3678,103.9826
"1517","Changi",2022-02-26,0,26.6,29.8,24.5,7.3,24.1,1.3678,103.9826
"1518","Changi",2022-02-27,0.6,27.2,31,24.9,10.9,31.5,1.3678,103.9826
"1519","Changi",2022-02-28,0,28,32.4,25.2,12.5,37,1.3678,103.9826
"1520","Changi",2022-03-01,0,28.1,32.2,25.8,10.2,35.2,1.3678,103.9826
"1521","Changi",2022-03-02,11.2,27.3,32.6,23.4,8.9,31.5,1.3678,103.9826
"1522","Changi",2022-03-03,2.2,27.6,32.9,24.6,7.7,33.3,1.3678,103.9826
"1523","Changi",2022-03-04,0,28,32.5,26,9,37,1.3678,103.9826
"1524","Changi",2022-03-05,7,27.3,33.7,23.5,6,27.8,1.3678,103.9826
"1525","Changi",2022-03-06,3.6,27,30.6,25.4,4.8,18.5,1.3678,103.9826
"1526","Changi",2022-03-07,1.2,27.8,33,26,8.4,29.6,1.3678,103.9826
"1527","Changi",2022-03-08,0,28.3,32.2,25.5,7.8,29.6,1.3678,103.9826
"1528","Changi",2022-03-09,0,28.2,31.7,26.2,11.5,33.3,1.3678,103.9826
"1529","Changi",2022-03-10,0.8,27.8,32.1,24.7,11.8,40.7,1.3678,103.9826
"1530","Changi",2022-03-11,4.4,28,32.7,25.9,8.4,25.9,1.3678,103.9826
"1531","Changi",2022-03-12,0,28.2,33,25.3,10,35.2,1.3678,103.9826
"1532","Changi",2022-03-13,0,28.5,33.8,24.8,8.9,25.9,1.3678,103.9826
"1533","Changi",2022-03-14,0,28.6,31.8,26.8,10,27.8,1.3678,103.9826
"1534","Changi",2022-03-15,29.8,26.7,32.3,23.8,6.3,31.5,1.3678,103.9826
"1535","Changi",2022-03-16,0.4,28.1,31.9,25.2,7.4,25.9,1.3678,103.9826
"1536","Changi",2022-03-17,9.6,27.6,31.5,24.2,5.9,38.9,1.3678,103.9826
"1537","Changi",2022-03-18,0.8,27.9,33.5,26.1,6.6,27.8,1.3678,103.9826
"1538","Changi",2022-03-19,0,28.7,33,26.2,7.2,27.8,1.3678,103.9826
"1539","Changi",2022-03-20,0,28.4,31.6,25,8.1,33.3,1.3678,103.9826
"1540","Changi",2022-03-21,2.6,28.6,33,23,6.9,37,1.3678,103.9826
"1541","Changi",2022-03-22,5,28.6,31.8,26,10.2,27.8,1.3678,103.9826
"1542","Changi",2022-03-23,0.4,28.6,32.3,26.7,7,33.3,1.3678,103.9826
"1543","Changi",2022-03-24,23.2,28.3,34.2,24.4,7.3,25.9,1.3678,103.9826
"1544","Changi",2022-03-25,22.4,28.7,33.6,24.4,7.5,33.3,1.3678,103.9826
"1545","Changi",2022-03-26,0.2,28.3,33.9,25.4,6.6,24.1,1.3678,103.9826
"1546","Changi",2022-03-27,0.2,28.4,33.2,25.2,7.4,27.8,1.3678,103.9826
"1547","Changi",2022-03-28,36.2,27.7,33.4,24.1,6.3,37,1.3678,103.9826
"1548","Changi",2022-03-29,1.2,28.2,33,24,7.9,31.5,1.3678,103.9826
"1549","Changi",2022-03-30,0,29.1,33.7,26.2,7.3,25.9,1.3678,103.9826
"1550","Changi",2022-03-31,0.8,28.2,32.8,24.8,5.8,48.2,1.3678,103.9826
"1551","Changi",2022-04-01,0,28.8,34,25.8,5.3,25.9,1.3678,103.9826
"1552","Changi",2022-04-02,11.6,27.8,32.2,24.7,5.6,31.5,1.3678,103.9826
"1553","Changi",2022-04-03,0,27.4,30.8,24.8,5,24.1,1.3678,103.9826
"1554","Changi",2022-04-04,0,28,32.3,24.4,5.6,24.1,1.3678,103.9826
"1555","Changi",2022-04-05,0,28.1,30.7,26.6,8.1,29.6,1.3678,103.9826
"1556","Changi",2022-04-06,11.6,27.6,33.3,23.8,6.3,40.7,1.3678,103.9826
"1557","Changi",2022-04-07,1,26.5,28.1,25,5,20.4,1.3678,103.9826
"1558","Changi",2022-04-08,0,27.4,32.9,25,6.5,33.3,1.3678,103.9826
"1559","Changi",2022-04-09,3.2,26.7,29.4,23.5,5.8,35.2,1.3678,103.9826
"1560","Changi",2022-04-10,5.6,27.1,32.4,25.6,5.2,27.8,1.3678,103.9826
"1561","Changi",2022-04-11,2.8,27.1,31.8,25.6,4.5,24.1,1.3678,103.9826
"1562","Changi",2022-04-12,0,28.6,32,25,5.3,22.2,1.3678,103.9826
"1563","Changi",2022-04-13,0,28.2,31.4,26.4,5.2,31.5,1.3678,103.9826
"1564","Changi",2022-04-14,0.6,28.8,32.5,24,7,27.8,1.3678,103.9826
"1565","Changi",2022-04-15,35.2,28.6,32,23.8,4.5,35.2,1.3678,103.9826
"1566","Changi",2022-04-16,7.8,28.8,32.1,23.6,7.6,37,1.3678,103.9826
"1567","Changi",2022-04-17,58.8,28.7,33.1,24.6,8.3,57.4,1.3678,103.9826
"1568","Changi",2022-04-18,8.4,27.9,33.1,24.1,7.6,40.7,1.3678,103.9826
"1569","Changi",2022-04-19,16.4,27.8,32.9,23.6,5.4,37,1.3678,103.9826
"1570","Changi",2022-04-20,0,28.6,32.7,25.9,6.8,29.6,1.3678,103.9826
"1571","Changi",2022-04-21,27.6,26.7,29.1,23.1,4.4,24.1,1.3678,103.9826
"1572","Changi",2022-04-22,0,28.9,33.5,25.5,9,27.8,1.3678,103.9826
"1573","Changi",2022-04-23,0,29.4,33.4,26.8,6.9,37,1.3678,103.9826
"1574","Changi",2022-04-24,0,29.3,32.7,26.7,7.9,31.5,1.3678,103.9826
"1575","Changi",2022-04-25,0.4,29,32.6,26.7,6.8,29.6,1.3678,103.9826
"1576","Changi",2022-04-26,0,28.7,31.1,26.2,5.6,22.2,1.3678,103.9826
"1577","Changi",2022-04-27,20.4,27.7,32.8,25,5.6,25.9,1.3678,103.9826
"1578","Changi",2022-04-28,22.8,28.1,33,24.9,5.6,29.6,1.3678,103.9826
"1579","Changi",2022-04-29,3.6,28.4,31.8,26.2,6.3,25.9,1.3678,103.9826
"1580","Changi",2022-04-30,1.8,28.3,33.3,25.2,5.4,20.4,1.3678,103.9826
"1581","Changi",2022-05-01,0,28.9,32.6,27.1,5.1,24.1,1.3678,103.9826
"1582","Changi",2022-05-02,3.6,28.2,30.9,24.8,7,44.4,1.3678,103.9826
"1583","Changi",2022-05-03,3.8,28.6,31.6,24.7,7.6,33.3,1.3678,103.9826
"1584","Changi",2022-05-04,1,28.6,30.9,24.9,8.3,29.6,1.3678,103.9826
"1585","Changi",2022-05-05,0,29.2,31.6,27.7,6.9,22.2,1.3678,103.9826
"1586","Changi",2022-05-06,0,29.9,33.3,27.8,9,27.8,1.3678,103.9826
"1587","Changi",2022-05-07,1.4,28.2,32.1,25.9,9,40.7,1.3678,103.9826
"1588","Changi",2022-05-08,1.4,28.2,30.2,25.3,9.5,33.3,1.3678,103.9826
"1589","Changi",2022-05-09,1.4,29.7,32.8,27,14.4,37,1.3678,103.9826
"1590","Changi",2022-05-10,0,30.2,33.4,27.7,12.6,37,1.3678,103.9826
"1591","Changi",2022-05-11,9,28,30.7,25,4.9,29.6,1.3678,103.9826
"1592","Changi",2022-05-12,0,30,34.8,26.9,6.5,33.3,1.3678,103.9826
"1593","Changi",2022-05-13,0,29.7,34.1,26.6,7,22.2,1.3678,103.9826
"1594","Changi",2022-05-14,0,29.9,33.4,27.9,10.7,31.5,1.3678,103.9826
"1595","Changi",2022-05-15,1,28.9,33.4,25,8.6,38.9,1.3678,103.9826
"1596","Changi",2022-05-16,0,28.1,33.5,25.9,6.7,33.3,1.3678,103.9826
"1597","Changi",2022-05-17,0,29.4,32.7,26.2,7.1,25.9,1.3678,103.9826
"1598","Changi",2022-05-18,0,30.2,33.2,27.4,9.7,29.6,1.3678,103.9826
"1599","Changi",2022-05-19,0,28.7,32.9,27.1,7.9,29.6,1.3678,103.9826
"1600","Changi",2022-05-20,0.4,28.4,32.5,25.2,4.6,35.2,1.3678,103.9826
"1601","Changi",2022-05-21,29.4,28.4,33,23.5,6.9,51.9,1.3678,103.9826
"1602","Changi",2022-05-22,0,29.4,32.5,27.3,6.5,27.8,1.3678,103.9826
"1603","Changi",2022-05-23,5,29.1,33.4,24.9,8.7,33.3,1.3678,103.9826
"1604","Changi",2022-05-24,0,29.4,33.7,25.6,8.4,31.5,1.3678,103.9826
"1605","Changi",2022-05-25,44.6,28.3,34.2,23.8,7.3,33.3,1.3678,103.9826
"1606","Changi",2022-05-26,0,28.4,32.8,24.8,5.5,24.1,1.3678,103.9826
"1607","Changi",2022-05-27,0,29.7,33.6,26.9,6.3,25.9,1.3678,103.9826
"1608","Changi",2022-05-28,0,29.6,33.5,27.4,6.2,27.8,1.3678,103.9826
"1609","Changi",2022-05-29,0,30.7,35.4,27.6,5.8,27.8,1.3678,103.9826
"1610","Changi",2022-05-30,0,30.1,34.5,27.4,7.9,25.9,1.3678,103.9826
"1611","Changi",2022-05-31,0,29.9,32.7,27.7,7.5,29.6,1.3678,103.9826
"1612","Changi",2022-06-01,0,29.1,32.1,26.8,6.9,27.8,1.3678,103.9826
"1613","Changi",2022-06-02,0,28.2,32.5,26.5,7.4,27.8,1.3678,103.9826
"1614","Changi",2022-06-03,59.4,27.9,30.7,23.6,5.2,42.6,1.3678,103.9826
